id,type,text1,text2,text3,text4,notes
nskr_masstargeting,SHIP_SYSTEM,"Передает союзникам точные данные по всем ближайшим вражеским целям, включая истребители. Повышает урон союзного оружия по истребителям и ракетам, а также дальность неракетного оружия.",Наступательная,"Передает союзникам в радиусе 1800 ед. точные данные по всем ближайшим вражеским целям, включая истребители. Урон союзного оружия по истребителям и ракетам +50%, дальность неракетного оружия +20%.",1800 | 50% | 20%,
,,,,,,
nskr_animebad,SHIP_SYSTEM,"Помечает цель, отключая ее двигатели и значительно повышая получаемый ею урон из всех источников.",Наступательная,,,
,,,,,,
nskr_bfpulse,SHIP_SYSTEM,"Выпускает огромный площадной импульс, уничтожая снаряды, ракеты и истребители, затем направляет поглощенную энергию в цепной разряд.",Особая,,,
,,,,,,
nskr_causality,SHIP_SYSTEM,"Отражает снаряды, поглощает энергию и постепенно усиливает характеристики корабля вместе с замедлением времени.",Особая,,,
,,,,,,
nskr_warp,SHIP_SYSTEM,Переносит корабль вперед по вектору скорости. Дальность растет со скоростью; лучше применять боком.,Маневр,,,
,,,,,,
nskr_emflak,SHIP_SYSTEM,"Разбрасывает продвинутые ЭМ-заряженные мины, уничтожающие входящие снаряды и ракеты.",Защитная,,,
,,,,,,
nskr_unchained,SHIP_SYSTEM,"Раскрывает полную мощь Kingslayer. Повышает скорострельность всего оружия и соответственно снижает стоимость потока. Улучшает скорость и маневренность, но отключает щиты. Переключаемая система.",Особая,"Раскрывает полную мощь Kingslayer. Скорострельность всего оружия +75%, стоимость потока снижена соответственно. Улучшает скорость и маневренность, но отключает щиты. Переключаемая система.",75%,
,,,,,,
nskr_stasisp,SHIP_SYSTEM,"Перезаряжает стазис-генератор и создает поток. Если заряд уже готов, стреляет без генерации потока.",Особая,,,
,,,,,,
nskr_stasis,WEAPON,"Запускает стазис-сферу, замедляющую все корабли в зоне взрыва. Менее эффективна против легких кораблей.",Особая,,,
,,,,,,
nskr_kaboom,SHIP_SYSTEM,"Взводит антиматериальный заряд корабля, вызывая огромный взрыв после задержки.",Наступательная,,,
,,,,,,
nskr_protocolsystem,SHIP_SYSTEM,"Позволяет переключаться между протоколами, усиливающими отдельные системы корабля.",Особая,,,
,,,,,,
nskr_missilesalvo,SHIP_SYSTEM,"Фазово выводит залп из 6 ракет, наносящих энергетический и ЭМИ-урон. Дальность ракет зависит от рейтинга ECCM.",Наступательная,"Фазово выводит залп из 6 ракет, каждая наносит 400 энергетического и 400 ЭМИ-урона. Базовая дальность 1000 ед., с ECCM - 1600 ед.",6 | 400 энергии | 400 ЭМИ,
,,,,,,
nskr_mercurial,SHIP_SYSTEM,На короткое время дает высокую скорость и маневренность. Имеет несколько зарядов.,Маневр,,,
,,,,,,
nskr_emBlast,SHIP_SYSTEM,"При тяжелом повреждении запускает самоуничтожение на 2,5 секунды, высвобождая большой дуговой ЭМИ-взрыв. Дрон замедляется и получает сопротивление урону во время зарядки.",Наступательная,,,
,,,,,,
nskr_energyprecision,SHIP_SYSTEM,Увеличивает дальность энергетического оружия и скорость снарядов.,Наступательная,Увеличивает дальность энергетического оружия на 300 ед. и скорость снарядов на 50%.,300 | 50%,
,,,,,,
nskr_rapidfire,SHIP_SYSTEM,Ненадолго резко повышает скорострельность баллистического оружия и снижает стоимость потока. Непродуманная природа системы может вызывать сбои. Имеет несколько зарядов.,Наступательная,,,
,,,,,,
nskr_pullback,SHIP_SYSTEM,Возвращает корабль к предыдущей позиции. Имеет несколько зарядов.,Маневр,,,
,,,,,,
nskr_powersurge,SHIP_SYSTEM,"Дает сильный рывок вперед, затем кратко повышает скорострельность оружия.",Маневр,,,
,,,,,,
nskr_fluxdump,SHIP_SYSTEM,"Дает короткий всплеск рассеивания потока и скорости движения, одновременно рассеивая жесткий поток. Заряды получает только за уничтожение врагов.",Наступательная,,,
,,,,,,
nskr_advance,SHIP_SYSTEM,"Дает нарастающие бонусы по мере нанесения урона: скорость и маневренность, затем скорострельность и эффективность потока, затем урон оружия и скорость снарядов. Каждый этап усиливает эффект.",Наступательная,,,
,,,,,,
nskr_bubble,SHIP_SYSTEM,На короткое время значительно улучшает работу щитов.,Защитная,,,
,,,,,,
nskr_distortionburn,SHIP_SYSTEM,"Временно повышает скорость и маневренность, но заставляет корабль ускоряться. Интерференционные аномалии повреждают все цели позади корабля, включая союзников. Имеет несколько зарядов.",Маневр,,,
,,,,,,
nskr_projfield,SHIP_SYSTEM,"Проецирует защитное поле, замедляющее ракеты и истребители и отталкивающее снаряды. Особенно эффективно против мощных угроз.",Защитная,,,
,,,,,,
nskr_omniload,SHIP_SYSTEM,"Мгновенно перезаряжает неракетное оружие. Если оружие использует боезапас, восстанавливает 25% максимального боезапаса. Имеет несколько зарядов.",Наступательная,,,
,,,,,,
nskr_bigflak,SHIP_SYSTEM,Выпускает один тяжелый заряд с неконтактным взрывателем. Требует времени на взведение.,Наступательная,,,
,,,,,,
nskr_harmonics,SHIP_SYSTEM,Ускоряет течение времени выбранного союзного корабля на время действия. Эффект постепенно ослабевает. Этот корабль также наследует характеристики движения цели с тем же затуханием.,Поддержка,"Ускоряет течение времени выбранного союзного корабля в пределах 1500 ед. в 3 раза, эффект затухает за 10 секунд. Этот корабль наследует характеристики движения цели с тем же затуханием.",1500su | 3x,
,,,,,,
nskr_electronics,RESOURCE,"Ценные компоненты, извлеченные из реликтов на окраинах сектора. Большинство уже не работает, но коллекционеры и специалисты хорошо заплатят, если знать, где искать.",,,,
,,,,,,
nskr_station_heart,CUSTOM,"Огромная оболочка из спасенных плит, остовов станций и корабельных обломков окружает явно древнее ядро. Улейная масса гудит от активности, а на сенсоры сразу обрушиваются перекрывающиеся сигналы бедствия.",,,,
,,,,,,
nskr_station_heart_d,CUSTOM,"Разбитая оболочка того, что когда-то кипело сигналами и теплом. Обломки корпусов медленно дрейфуют, оставляя слабую радиационную дымку. Разум в центре молчит вместе с тысячами голосов.",,,,
,,,,,,
kesteven,FACTION,Доколлапсовая мегакорпорация с фабричного мира Астерия. Kesteven Construction специализируется на сборной инфраструктуре и производстве боевых кораблей. После исчезновения надзора Домена компания фактически получила полный контроль над планетой и превратила ее промышленность в основу собственной силы.,,,,
,,,,,,
nskr_asteria,CUSTOM,"Холодный, богатый металлами мир у потухшего белого карлика. Планета-бункер хранит основные производственные комплексы Кестевена доменной эпохи, многие из которых до сих пор работают. Формально ей управляет Демократическая Республика Астерия, но корпоративное влияние ощущается в каждом уровне власти.",,,,
,,,,,,
nskr_asteria_station,CUSTOM,"Тяжело укрепленная орбитальная станция, одновременно таможенный узел и военный форпост. Через причалы постоянно идет плотный поток грузовиков, патрулей и корпоративной логистики под наблюдением службы безопасности Кестевена.",,,,
,,,,,,
nskr_outpost,CUSTOM,"Недавно созданная установка Кестевена, постепенно расширяющаяся для поддержки дальнекосмических инициатив корпорации. Служит перевалочной базой экспедиций на окраины сектора.",,,,
,,,,,,
nskr_enigmabase,CUSTOM,"Заброшенная исследовательская платформа, вероятно построенная для изучения местных аномалий или изоляции экспериментов, которым лучше оставаться вдали от цивилизации. Большая часть структуры давно спит, но отдельные системы еще подают признаки жизни.",,,,
,,,,,,
nskr_blacksite,CUSTOM,"Крупная импровизированная станция из грузовых модулей и prefab-блоков. Формально это складской узел, но удаленность и слабый надзор намекают на менее законную логистику.",,,,
,,,,,,
nskr_blacksite_cleared,CUSTOM,"Крупная импровизированная станция из грузовых модулей и prefab-блоков. Формально это складской узел, но удаленность и слабый надзор намекают на менее законную логистику. После разгрома защитников объект выглядит заброшенным и уязвимым.",,,,
,,,,,,
nskr_ice_desert,PLANET,"Холодный пыльный мир, где пятна водяного льда держатся как снег, вероятно благодаря астероидным заносам или остаткам давно исчезнувших морей. Мороз также удерживает замерзший углекислый газ, смешанный с ледяной корой.",,,,
,,,,,,
nskr_artifact,CUSTOM,"Древний спутник связи, фрагмент давно мертвой ретрансляционной сети. Он молча дрейфует, передавая слабый прерывистый сигнал, едва заметный на сенсорах.",,,,
,,,,,,
nskr_core,CUSTOM,"Небольшой кластер компьютерных ядер, остатки недавно уничтоженного флота. Следы питания еще едва заметны.",,,,
,,,,,,
,,,,,,
