id,type,text1,text2,text3,text4,notes
HSI_Scarab,SHIP,"Опытные капитаны быстро заметят сходство Longwind и Scarab. Несмотря на разный вид, их оружейные наборы удивительно похожи. Longwind сохраняет систему Temporal Shell эпохи Домена. По сравнению с временной манипуляцией Halo Dynamics она быстрее ускоряет течение времени, но ценой немного сниженной огневой мощи.",,,,
HSI_DaoHe,SHIP,"Крупный транспортный корабль, обычно применяемый военными. Почти полное отсутствие вооружения делает его крайне уязвимым и полностью зависимым от эскорта, но он быстрее и прочнее обычных грузовых судов.",,,,
HSI_DaoHe2,SHIP,"Крупный транспортный корабль, обычно применяемый военными. Почти полное отсутствие вооружения делает его крайне уязвимым и полностью зависимым от эскорта, но он быстрее и прочнее обычных грузовых судов.",,,,
HSI_Arbaletrier,SHIP,"Arbalétrier - ударная автономная боевая единица среднего размера для дальней наземной огневой поддержки. Ее защита скромна, но против укреплений и техники она обладает грозной мощью. Космические варианты сохраняют лишь один Arbalétrier с тяжелой пушкой Crossbow на крыло, остальные вооружены базово.",,,,
HSI_Arbaletrier_WingMan,SHIP,"Arbalétrier - ударная автономная боевая единица среднего размера для дальней наземной огневой поддержки. Ее защита скромна, но против укреплений и техники она обладает грозной мощью. Космические варианты сохраняют лишь один Arbalétrier с тяжелой пушкой Crossbow на крыло, остальные вооружены базово.",,,,
HSI_Dancer,SHIP,"Dancer - быстрая легкая автономная боевая единица для фронтовой разведки, проникновения и беспокоящих операций. Минимальная защита выдерживает лишь стрелковое оружие, но высокая скорость позволяет стремительно перемещаться по полю боя. Оснащается разным оборудованием по задаче, от лучевых клинков до ионных пистолетов-пулеметов; ходят слухи и о генераторах скрытности.",,,,
,,,,,,
,,,,,,
HSI_Life,SHIP,"Дредноут класса Ephemeral, разработанный Halo Dynamics в середине Пятидесятилетней войны, - сверхкапитальный корабль для противодействия скоплениям капитальных флотов Tri-Tachyon. Его задача - пробивать центр вражеских построений, пока капитальные корабли и эскорт связаны прорывом линии.

Корабль оснащен кратковременно перегружаемой двигательной системой, Entrophy Feedback System и системой манипуляции временем-пространством 4-го поколения, позволяющей выдавать разрушительную мощь даже при невыдающемся числе орудий. Как и большинство кораблей Halo Dynamics, Ephemeral построен на передовых технологиях, хотя надежность криогенных энергетических каналов вызывала сомнения Военного департамента.",,,,
HSI_UkiyoA,SHIP,"Военный департамент ожидал прекращения производства Ephemeral: после войны Совет вряд ли позволил бы продолжать выпуск столь дорогих кораблей, а класс Oath достиг предела модернизации. Ship Industry разработала дредноут Ukiyo как универсальную, экономичную и сложную основу флотов нового поколения.

Корпус Ukiyo основан на Ephemeral, сохраняя суженную корму и систему OverDrive. Основные изменения сосредоточены в носовой части. Класс можно быстро переконфигурировать на стандартном доке под разные задачи. Штурмовой режим делает упор на радиоэлектронную борьбу и огневую мощь, используя продвинутый центр управления огнем и РЭБ-комплекс.",,,,
HSI_UkiyoB,SHIP,"Военный департамент ожидал прекращения производства Ephemeral: после войны Совет вряд ли позволил бы продолжать выпуск столь дорогих кораблей, а класс Oath достиг предела модернизации. Ship Industry разработала дредноут Ukiyo как универсальную, экономичную и сложную основу флотов нового поколения.

Корпус Ukiyo основан на Ephemeral, сохраняя суженную корму и систему OverDrive. Основные изменения сосредоточены в носовой части. Авианосный режим делает упор на ударную авиацию и мощный командный центр, способный координировать развертывание крыльев и поддержку флота.",,,,
HSI_UkiyoC,SHIP,"Военный департамент ожидал прекращения производства Ephemeral: после войны Совет вряд ли позволил бы продолжать выпуск столь дорогих кораблей, а класс Oath достиг предела модернизации. Ship Industry разработала дредноут Ukiyo как универсальную, экономичную и сложную основу флотов нового поколения.

Корпус Ukiyo основан на Ephemeral, сохраняя суженную корму и систему OverDrive. Основные изменения сосредоточены в носовой части. Тяжелый режим превращает Ukiyo в оплот флота: он уступает другим режимам в поддержке всего соединения, но дает максимальную стойкость и фронтовую мощь.",,,,
,,,,,,
HSI_ShuoYeYu,SHIP,"«Он появился позади нас без предупреждения, прямо в пределах визуального контакта. Тактический офицер не успел отреагировать, и несколько торпед ударили по нашим двигателям, почти выведя нас из строя. К счастью, эскортный флот быстро ответил. После часов полной готовности мы наконец подтвердили, что он исчез.»","- восстановленный капитанский журнал TTS-Zen, отчет расследования инцидента Broken Arrow","НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
HSI_WuSeHai,SHIP,"«Разведка никогда не предупреждала нас об этом!» Разъяренный капитан ударил кулаком по столу и повернулся к заметно встревоженному корпоративному руководителю. «Чем, черт возьми, вы все занимались?! Это целый фазовый флот! И сверхфазовый капитальный корабль Astra*********! Это вы называли максимум чуть крупнее Aurora?!»

TTS St George наконец совершил свой легендарный побег. После трех перехватов неизвестным флотом тяжело поврежденному St George повезло встретить крупный дружественный патруль, и неизвестный флот больше не видели. Все данные о корабле были потеряны, оставив Tri-Tachyon только свидетельства выживших.",,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
,,,,,,
,,,,,,
HSI_Oath_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Oath был ранним экспериментом Совета по вооружению крупных кораблей чужеродной технологией. Он показал боевой потенциал далеко выше предшественников и быстро пошел в серию для замены устаревающих Onslaught. Созданный для удержания и продвижения боевой линии, Oath имеет тяжелую броню и большой запас потока ценой сниженного рассеивания.

Во второй крупной модернизации класс получил временные катушки, дающие массивному кораблю короткие периоды тактической маневренности. Эта экспериментальная доработка вскоре стала стандартом и самым известным вариантом класса.

В течение века после Коллапса Oath оставался основой флотов Halo Dynamics, пока его постепенно не начали вытеснять Moonwind, Monsoon и малое число сверхкапитальных кораблей.",,,,
HSI_FengYue_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Массивный ударный авианосец, способный нести куда больше истребителей, чем любой корабль в истории флота Домена. Помимо огромных ангаров и нанокузниц, Moonwind имеет продвинутую систему управления крыльями. Модули темпоральной манипуляции позволяют выборочно ускорять ангары, оружейные системы или крылья, повышая боевую эффективность. С момента запуска Moonwind стал основой авианосных групп Halo Dynamics.",,,,
HSI_Promise_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Promise - наследник Dominator во флотах Halo Dynamics. Как тяжелый крейсер флота, он сохраняет мощные щиты и запас потока, имея более тяжелую броню и прочный корпус, чем стандартные корабли Halo Dynamics. Цена - сниженная маневренность из-за слабых двигателей. Обычно Promise идет в боевой линии рядом с другими кораблями, методично используя бреши, созданные более подвижными судами.",,,,
HSI_Eagle_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Chrysaetos служит маневренной дальнобойной огневой платформой. Переоборудование барьерными системами мало изменило его тактическую роль; благодаря безупречной структуре и компоновке оружия Chrysaetos, пожалуй, меньше всего изменился при модификации Ship Industry.",,,,
HSI_Xianfeng_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Northwind разработан в конце Пятидесятилетней войны как флагман и авиаподдержка для средних флотов. По сравнению со старыми авианосцами он имеет более оптимизированную компоновку оружия и может выдавать огневую мощь, близкую к легкому крейсеру, меньшим числом стволов. В проект также заложена повышенная живучесть против ракет за счет системы ПКО Counter.",,,,
HSI_Qiming_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Morningstar - легкий авианосец, обычно используемый как эскорт. Сбалансированное вооружение и IFF-disruptor дают ему исключительную летальность против легких целей.",,,,
HSI_Weaver_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Weaver - легкий торпедный корабль. Несмотря на несколько крупные размеры, мощные двигатели и хрупкий корпус делают его куда более маневренным, чем кажется. Встроенные производственные мощности позволяют поддерживать непрерывные торпедные удары.",,,,
HSI_YunYan_GF3,SHIP,"Элитная модель, модернизированная новым генератором барьера, предназначенная только для Гвардейского флота и дополнительно подстроенная под его тактическую доктрину.

Класс Mist - первоклассный тяжелый фрегат, созданный в период роста напряженности с Tri-Tachyon для борьбы с малыми кораблями на этапе расширения. Мощное вооружение позволяет ему держаться даже против специализированных канонерок.",,,,
,,,,,,
HSI_Apostle,SHIP,"Из-за возможных алгоритмов наблюдения в Tripad все упоминания этой единицы должны использовать несвязанный псевдоним. Под кодовым именем «Apostle» она оснащена двумя встроенными основными орудиями. После оценки Департамента науки и технологий было решено, что единица «не содержит технологий, требующих ограничения или дальнейшего изучения», и ее убрали из списка критических активов. В итоге, благодаря чьим-то договоренностям, «Apostle» присоединился к вашему флоту - как сувенир.",,,,
,,,,,,
HSI_DayTime,SHIP,"Производственная лицензия крыла Daylight запечатана в сильно зашифрованном специализированном устройстве только для чтения, устанавливаемом исключительно в авианосные нанокузницы. Любая попытка прочитать или изменить ее иначе активирует протоколы безопасности. Такие крайние меры секретности заставляют задуматься, откуда на самом деле взялись эти беспилотные чудовища, рассекающие поле боя словно молния.",,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
#系统#,,,,,,
HSI_TimeShift,SHIP_SYSTEM,Откатывает темпоральное состояние корабля на 3 секунды.,Особое,,,
HSI_SubSpaceWalker,SHIP_SYSTEM,"Полностью исчезает. Повышает маневренность, максимальную скорость и темп огня, но не позволяет стрелять, пока система активна.",Особое,,,
HSI_ShieldSuperCharge,SHIP_SYSTEM,Расходует заряд для быстрой перезарядки щита ценой 100% жесткого потока.,Особое,,,
HSI_HMGTurretDeploy,SHIP_SYSTEM,Развертывает турель тяжелого пулемета.,Особое,,,
HSI_DeployCitadel,SHIP_SYSTEM,"Развертывает модуль Citadel в назначенных координатах. Если Citadel уничтожен или его корпус падает ниже 20%, он будет принудительно отозван на ремонт.",Особое,,,
HSI_TimeWarp,SHIP_SYSTEM,На короткое время резко ускоряет течение времени на борту корабля. Для более крупных кораблей также телепортирует корабль на небольшое расстояние.,Особое,,,
HSI_TacTeleporter,SHIP_SYSTEM,Корабль телепортируется в любую выбранную точку поблизости.,Особое,,,
HSI_ACE,SHIP_SYSTEM,"Перегружает встроенное оружие, но после этого принудительно отправляет его на перезарядку.",Особое,,,
HSI_SiegeMode,SHIP_SYSTEM,"Отключает двигатели, но значительно увеличивает дальность.",Особое,,,
HSI_Burial,SHIP_SYSTEM,"Корабль телепортируется в выбранную точку, непрерывно выпуская Death Butterflies.",Особое,,,
HSI_TheBet,SHIP_SYSTEM,"Перегружает нанокузницы авианосца, непрерывно заменяя потерянные истребители и резко усиливая их характеристики. После окончания системы все истребители немедленно уничтожаются, а время переоснащения навсегда увеличивается на 33%.",Особое,,,
HSI_TorpedoFactory,SHIP_SYSTEM,"Перезаряжает все неуправляемые ракетные орудия боеприпасами, эквивалентными 1250/2500/5000 урона в зависимости от размера установки. Остаток переносится на следующую перезарядку.",Особое,,,
HSI_ElegySystem,SHIP_SYSTEM,"Увеличивает урон по целям, отмеченным Spirit Sight. Spirit наносит урон отмеченным целям, чей корпус падает ниже определенного процента или значения.",Особое,,,
HSI_UnstableTimeFlow,SHIP_SYSTEM,Поток времени на борту корабля периодически меняется. При получении урона автоматически ускоряется с ограничением по перезарядке. При ручной активации ускоряет течение времени на борту корабля.,Особое,,,
HSI_EmergencyBarrier,SHIP_SYSTEM,Дает фиксированное количество дополнительного барьера. Этот дополнительный барьер не может превышать 50% максимальной емкости барьера.,Особое,,,
HSI_RapidReinforcement,SHIP_SYSTEM,Мгновенно заменяет потерянные истребители.,Особое,,,
HSI_IFFDisruptor,SHIP_SYSTEM,"Подавляет систему опознавания «свой-чужой» цели, не позволяя ей наводиться на дружественные истребители.",Особое,,,
HSI_HOH,SHIP_SYSTEM,Стреляет встроенным «Hammer of Humanity».,,,,
HSI_TimeShunt,SHIP_SYSTEM,"Направляет темпоральные модули корабля в разные части корпуса, ускоряя их и соответствующим образом переключая пассивные бонусы.",,,,
HSI_ThorFury,SHIP_SYSTEM,"Создает молниевые дуги, поражающие окружающих врагов.",,,,
HSI_LuminarFlow,SHIP_SYSTEM,Снижает урон по барьерам и корпусу.,,,,
HSI_Phaseteleporter,SHIP_SYSTEM,Корабль телепортируется в любую выбранную точку поблизости.,,,,
HSI_DreadnoughtCharge,SHIP_SYSTEM,Дает огромный прирост скорости ценой невозможности поворачивать или использовать щиты.,,,,
HSI_DeepDive,SHIP_SYSTEM,"Переход в фазовое состояние, которое трудно обнаружить. Повышает маневренность.",,,,
HSI_SpaceStorm,SHIP_SYSTEM,"Притягивает ближайших врагов, затем отталкивает их, нанося урон. Значительно снижает входящий урон.",,,,
HSI_Arbaletrier_Support,SHIP_SYSTEM,Развертывает дронов Arbalétrier.,,,,
HSI_ShieldUp,SHIP_SYSTEM,"Снижает весь получаемый урон, значительно увеличивает дальность оружия и скорость снарядов, но сильно снижает максимальную скорость и поддерживает фиксированную дистанцию до целевого корабля.",,,,
HSI_OverDrive,SHIP_SYSTEM,Значительно повышает максимальную скорость и маневренность корабля. Во время действия непрерывно генерирует поток.,,,,
HSI_TSControl,SHIP_SYSTEM,"Толкает корабль в выбранном направлении, одновременно отклоняя ближайшие снаряды, ракеты и лучи. Невосприимчиво к замедлению течения времени.",,,,
HSI_Maid_Support,SHIP_SYSTEM,Двойная эффективность! (Развертывает дополнительный идентичный истребитель),,,,
HSI_DodgeFighter,SHIP_SYSTEM,Быстрый рывок к ближайшей точке. По пути выпускает ловушки.,,,,
HSI_UplinkFireControl,SHIP_SYSTEM,Снимает штрафы радиоэлектронной борьбы с союзников. Слегка повышает урон и дальность энергетического и кинетического оружия всех дружественных кораблей. Не складывается.,,,,
HSI_DeckLoadStrike,SHIP_SYSTEM,Все авианосцы Halo Dynamics немедленно развертывают копию своего истребительного состава. Каждый корабль имеет внутреннюю перезарядку 120 секунд.,,,,
HSI_FinalFortress,SHIP_SYSTEM,Повышает максимальное снижение урона броней и минимальное значение брони ценой снижения темпа огня всего оружия. Ближайшие вражеские ракеты чаще захватывают этот корабль.,,,,
HSI_FortifiedShield,SHIP_SYSTEM,Значительно снижает весь входящий урон по барьерам.,,,,
HSI_OverBurstDrive,SHIP_SYSTEM,Толкает корабль вперед на короткое расстояние. Хранит несколько зарядов.,,,,
HSI_DayTimeAurora,SHIP_SYSTEM,Значительно увеличивает скорость.,,,,
,,,,,,
#星球&势力#,,,,,,
HSI,FACTION,"Halo Dynamics, ранее известная как Доменовский институт исследования чужеродных технологий, после Коллапса постепенно превратилась в нынешнюю сложную политическую структуру. Ее первым устоявшимся отделом была Halo Dynamics Ship Industry, которая до сих пор остается наиболее распространенным публичным лицом организации. Сейчас корпорация включает более десятка департаментов, включая Оружейную промышленность, Науку и технологии, Безопасность, Войну, Внутренние дела и Финансы, фактически действуя как мегакорпорация, доминирующая в Сагиттарийском секторе.

Организацией управляет Совет, а руководство сосредоточено вокруг Директора, бывшей главы исследовательского института. Члены Совета со временем неоднократно менялись, но Директор не менялась никогда. Благодаря непререкаемому авторитету Директора Halo Dynamics все еще сохраняет значительную лояльность Домену. Советники, пытающиеся оспорить это, либо быстро меняют мнение, либо исчезают.

После Войны подавления сигнала и Инцидента в туманности Омега почти все местные фракции Сагиттарийского сектора оказались подчинены либо Halo Dynamics, либо Tri-Tachyon. Историческое напряжение, уходящее к эпохе Домена, постепенно усиливало трения между сторонами и в итоге привело к гражданской войне на весь сектор, длившейся пять десятилетий. Конфликт завершился победой Halo Dynamics и захватом большей части активов Tri-Tachyon. Перед окончанием войны сагиттарийское отделение Tri-Tachyon отправило несколько зашифрованных сообщений в Персейский сектор. Департамент безопасности решил, что они могли содержать сведения о Вратах, и Совет приказал возобновить почти завершенный проект EHOF. Это привело Halo Dynamics в разоренный войной Персейский сектор в разгар Второй войны ИИ. Местные фракции были слишком заняты, чтобы оказать серьезное сопротивление, и Halo Dynamics успешно закрепилась в регионе.",,,,
HSI_Intrusion,PLANET,"Искаженная проекция горизонта событий. Космический мост стабилизирует проекцию, позволяя Halo Dynamics поддерживать постоянный поток флотов и ресурсов в Персейский сектор. В первые дни существования проекции ближайшая блуждающая планета была гравитационно захвачена и стала единственной планетой, обращающейся вокруг Intrusion при создании космического моста.",,,,
HSI_SpaceBridge,CUSTOM,Космический мост окружает проекцию Intrusion; его ядро состоит из сложной системы стабилизации пространства. Halo Dynamics добавила научные комплексы для изучения других применений EHOF.,,,,
HSI_Wanderer,PLANET,"Эта блуждающая ледяная планета была захвачена гравитацией Intrusion, и Halo Dynamics превратила ее в передовой форпост в Персейском секторе, построив полноценную промышленную систему. Поскольку Intrusion не дает ни света, ни тепла, Halo Dynamics создала для Wanderer планетарную сеть обогрева.",,,,
HSI_Minion,PLANET,"Эта блуждающая ледяная планета обращается вокруг Wanderer как его гравитационный спутник; обе были захвачены гравитацией Intrusion. Halo Dynamics создала здесь передовой форпост в Персейском секторе с полноценной промышленной системой. Поскольку Intrusion не дает ни света, ни тепла, для Wanderer была построена планетарная сеть обогрева.",,,,
HSI_Wanderer_Station,CUSTOM,"Тяжелая космическая станция на орбите Wanderer, первая и единственная известная в секторе Star Fortress Halo Dynamics. Wanderer Vanguard Fortress была спроектирована как крупнейший объект космической обороны.",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
